,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
65,Earth,False,TRAPPIST-1e,19.0,False,3.4965075614664802,0.0,6.257667587882639,0.0,5.4116460518550396
66,Earth,True,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,0.0
67,Mars,False,TRAPPIST-1e,38.0,False,1.0986122886681098,3.295836866004329,5.003946305945459,7.101675971619444,0.0
68,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0
69,Europa,False,TRAPPIST-1e,35.0,False,0.0,6.139884552226255,0.0,7.315218389752975,6.373319789577012
70,Earth,False,55 Cancri e,26.0,False,6.725033642166843,0.0,0.0,3.091042453358316,4.919980925828125
71,Earth,False,TRAPPIST-1e,31.0,False,0.0,0.0,6.559615237493242,0.0,0.0
72,Earth,False,TRAPPIST-1e,38.0,False,0.0,1.3862943611198906,0.0,6.6293632534374485,0.0
73,Earth,False,55 Cancri e,27.0,False,0.0,2.4849066497880004,0.0,0.0,7.067319848653476
74,Mars,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0
75,Earth,False,TRAPPIST-1e,22.0,False,0.0,6.650279048587422,0.0,0.0,0.0
76,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0
77,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0
78,Earth,False,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0
79,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0
80,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0
81,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0
82,Earth,False,PSO J318.5-22,29.0,False,5.8944028342648505,2.772588722239781,0.0,0.0,6.111467339502679
83,Earth,False,TRAPPIST-1e,18.0,False,6.6293632534374485,4.762173934797756,0.0,0.6931471805599453,4.07753744390572
84,Mars,False,TRAPPIST-1e,22.0,False,5.288267030694535,0.0,7.069874128458572,0.0,0.0
85,Mars,False,TRAPPIST-1e,24.0,False,1.9459101490553132,2.4849066497880004,7.247792581767846,0.0,0.0
86,Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0
87,Earth,False,TRAPPIST-1e,36.0,False,5.568344503761097,0.0,5.332718793265369,6.144185634125646,0.0
88,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0
89,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0
90,Europa,False,55 Cancri e,26.0,True,0.0,5.62040086571715,0.0,8.427924723658055,5.099866427824199
91,Earth,False,PSO J318.5-22,29.0,False,7.4205789054108005,1.0986122886681098,5.493061443340548,5.049856007249537,0.0
92,Earth,False,TRAPPIST-1e,40.0,False,3.8066624897703196,0.0,6.338594078203183,0.0,2.9444389791664403
93,Europa,False,TRAPPIST-1e,36.0,False,3.5263605246161616,0.0,0.0,9.45469731968959,7.085064293952548
94,Europa,False,TRAPPIST-1e,46.0,False,6.576469569048224,6.248042874508429,1.6094379124341003,1.0986122886681098,7.799753318287247
95,Europa,False,TRAPPIST-1e,42.0,False,8.46863300080086,3.044522437723423,0.0,1.6094379124341003,3.7376696182833684
96,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0
97,Earth,False,TRAPPIST-1e,19.0,False,6.60934924316738,2.5649493574615367,0.6931471805599453,0.0,0.0
98,Europa,False,55 Cancri e,25.0,False,1.3862943611198906,8.251663923605589,8.99949587624899,7.3343293503005365,0.0
99,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0
100,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0
101,Europa,False,55 Cancri e,39.0,False,0.0,10.137531478318627,0.0,2.6390573296152584,7.44716835960004
102,Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0
103,Europa,False,TRAPPIST-1e,35.0,False,0.0,7.274479558773871,0.0,7.503289630675082,8.770283819098399
104,Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0
105,Earth,False,TRAPPIST-1e,20.0,False,6.668228248417403,0.0,0.0,0.0,0.0
106,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0
107,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0
108,Mars,False,TRAPPIST-1e,39.0,False,7.846589975291186,0.0,3.1354942159291497,0.0,0.0
109,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0
110,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0
111,Earth,False,TRAPPIST-1e,50.0,False,0.0,0.0,4.3694478524670215,6.62273632394984,4.3694478524670215
112,Earth,False,PSO J318.5-22,41.0,False,0.0,0.0,6.591673732008658,0.0,0.0
113,Mars,False,55 Cancri e,19.0,False,0.6931471805599453,0.0,7.951559331155252,4.454347296253507,0.0
114,Earth,False,TRAPPIST-1e,20.0,False,5.231108616854587,0.0,0.0,6.401917196727186,4.61512051684126
115,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0
116,Europa,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0
117,Europa,False,55 Cancri e,32.0,False,7.201170883281678,0.0,0.0,9.049936850483158,7.136483208590247
118,Mars,False,TRAPPIST-1e,44.0,False,6.546785410760524,0.0,6.137727054086234,3.8501476017100584,4.553876891600541
119,Mars,False,TRAPPIST-1e,18.0,False,7.341483852363161,0.0,4.9344739331306915,0.0,0.0
120,Mars,False,TRAPPIST-1e,49.0,False,4.6913478822291435,0.0,3.7376696182833684,7.353081920515432,0.0
121,Mars,False,55 Cancri e,23.0,False,8.066835314417336,0.0,0.0,1.0986122886681098,0.0
122,Earth,False,TRAPPIST-1e,31.0,False,3.7376696182833684,5.814130531825066,0.6931471805599453,4.143134726391533,6.184148890937483
123,Mars,False,TRAPPIST-1e,55.0,False,6.961296045910167,0.0,1.0986122886681098,0.0,0.6931471805599453
124,Mars,False,TRAPPIST-1e,60.0,False,4.110873864173311,0.0,8.856945756159021,0.0,0.0
125,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0
126,Mars,False,TRAPPIST-1e,34.0,False,5.71042701737487,0.0,4.382026634673881,6.824373670043086,0.0
127,Mars,False,TRAPPIST-1e,14.0,False,4.820281565605037,0.0,0.0,7.5688956634069955,3.1354942159291497
128,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0
129,Europa,False,55 Cancri e,19.0,False,0.0,4.465908118654584,0.0,5.910796644040527,8.30795254527102
130,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0
131,Earth,False,55 Cancri e,42.0,False,4.59511985013459,2.3978952727983707,0.0,6.419994928147142,0.0
132,Earth,False,TRAPPIST-1e,18.0,False,5.3612921657094255,6.520621127558696,2.5649493574615367,0.0,0.0
133,Mars,False,TRAPPIST-1e,50.0,False,0.0,0.0,7.170119543449628,0.0,0.0
134,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,6.984716320118266,5.641907070938114
135,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0
136,Earth,False,PSO J318.5-22,35.0,False,0.0,6.4425401664681985,0.0,3.8066624897703196,0.0
137,Mars,False,55 Cancri e,58.0,False,4.30406509320417,0.0,6.0473721790462776,6.88653164253051,0.0
138,Earth,False,55 Cancri e,20.0,False,5.932245187448011,0.0,5.493061443340548,0.6931471805599453,0.0
139,Europa,False,TRAPPIST-1e,28.0,False,1.791759469228055,9.35444071594994,4.890349128221754,8.51057131510735,6.263398262591624
140,Earth,True,PSO J318.5-22,12.0,False,0.0,0.0,0.0,0.0,0.0
141,Earth,False,55 Cancri e,20.0,False,0.0,0.0,0.0,2.3978952727983707,0.0
142,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0
143,Earth,False,TRAPPIST-1e,31.0,False,0.0,3.5553480614894135,4.406719247264253,0.0,6.411818267709897
144,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0
145,Mars,False,TRAPPIST-1e,17.0,False,6.939253946041508,0.0,6.934397209928558,3.7612001156935624,0.0
146,Mars,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0
147,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0
148,Earth,False,TRAPPIST-1e,48.0,False,0.0,6.628041376179533,0.0,0.0,0.0
149,Earth,False,TRAPPIST-1e,38.0,False,1.3862943611198906,7.133295954896068,0.6931471805599453,0.0,0.0
150,Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0
151,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0
152,Mars,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0
153,Earth,False,TRAPPIST-1e,52.0,False,5.877735781779639,3.5553480614894135,5.666426688112432,0.0,4.8283137373023015
154,Earth,False,55 Cancri e,15.0,False,6.459904454377535,0.0,2.0794415416798357,0.0,0.0
155,Earth,False,TRAPPIST-1e,25.0,False,2.3978952727983707,1.0986122886681098,6.628041376179533,0.0,2.302585092994046
156,Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0
157,Earth,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0
158,Earth,False,TRAPPIST-1e,16.0,False,7.241366283322318,0.0,0.0,3.091042453358316,6.259581464064923
159,Earth,False,TRAPPIST-1e,48.0,False,0.6931471805599453,0.0,5.560681631015528,5.733341276897746,6.111467339502679
160,Earth,False,TRAPPIST-1e,36.0,False,0.0,4.248495242049359,0.0,0.0,6.680854678790215
161,Earth,False,PSO J318.5-22,19.0,False,0.0,4.31748811353631,6.415096959171596,0.0,0.0
162,Earth,True,PSO J318.5-22,43.0,False,0.0,0.0,0.0,0.0,0.0
163,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0
164,Europa,False,55 Cancri e,54.0,False,0.0,2.1972245773362196,8.387539983189367,8.49351506406166,2.0794415416798357
165,Europa,False,TRAPPIST-1e,33.0,False,0.0,6.93828448401696,0.0,8.157943507105037,8.671286726753637
166,Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0
167,Europa,False,TRAPPIST-1e,33.0,False,3.1780538303479458,0.0,6.6039438246004725,6.202535517187923,7.2254814727822945
168,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0
169,Europa,False,TRAPPIST-1e,23.0,False,0.0,7.292337176173877,0.0,6.558197802812269,7.085064293952548
170,Europa,False,TRAPPIST-1e,26.0,False,2.1972245773362196,4.219507705176107,0.0,5.976350909297934,7.588829878307813
171,Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0
172,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0
173,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0
174,Earth,False,PSO J318.5-22,70.0,False,4.875197323201151,0.0,7.129297548929373,0.0,1.3862943611198906
175,Earth,False,TRAPPIST-1e,20.0,False,0.0,7.4413203897176174,1.3862943611198906,0.0,0.0
176,Earth,False,TRAPPIST-1e,31.0,False,5.6131281063880705,6.583409222158765,0.6931471805599453,0.0,0.0
177,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0
178,Earth,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0
179,Mars,False,TRAPPIST-1e,45.0,False,5.666426688112432,0.0,6.838405200847344,1.6094379124341003,0.0
180,Mars,False,TRAPPIST-1e,37.0,False,6.595780513961311,0.0,6.249975242259483,3.9318256327243257,0.0
181,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0
182,Europa,False,55 Cancri e,55.0,False,0.0,6.289715570908998,0.0,1.9459101490553132,8.57338447106598
183,Earth,False,TRAPPIST-1e,18.0,False,0.0,5.529429087511423,0.0,0.0,6.317164686747284
184,Earth,False,TRAPPIST-1e,36.0,False,1.9459101490553132,0.0,0.0,6.664409020350408,0.0
185,Mars,False,TRAPPIST-1e,59.0,False,7.425953657077541,0.0,0.0,0.0,0.0
186,Earth,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0
187,Earth,False,55 Cancri e,46.0,False,8.498825534058053,0.6931471805599453,1.3862943611198906,0.6931471805599453,2.70805020110221
188,Mars,False,TRAPPIST-1e,29.0,False,4.477336814478207,7.084226422097916,4.219507705176107,0.0,1.3862943611198906
189,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0
190,Europa,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0
191,Mars,False,TRAPPIST-1e,28.0,False,1.6094379124341003,0.0,7.705262474866325,0.0,0.0
192,Earth,False,TRAPPIST-1e,26.0,False,6.5638555265321274,5.214935757608986,2.3978952727983707,0.0,0.0
193,Earth,False,TRAPPIST-1e,32.0,False,6.466144724237619,0.0,6.633318433280377,5.808142489980444,7.275864600546533
194,Earth,False,TRAPPIST-1e,18.0,False,6.490723534502507,0.0,0.0,0.0,1.791759469228055
195,Earth,False,TRAPPIST-1e,50.0,False,0.6931471805599453,0.0,0.0,6.602587892189336,0.0
196,Earth,False,TRAPPIST-1e,47.0,False,5.480638923341991,4.330733340286331,6.1903154058531475,2.0794415416798357,0.0
197,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0
198,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0
199,Earth,False,TRAPPIST-1e,49.0,False,5.247024072160486,0.0,0.0,6.78332520060396,0.0
200,Europa,False,55 Cancri e,32.0,False,0.0,7.6577552711348655,8.740816627567298,0.0,4.406719247264253
201,Earth,False,TRAPPIST-1e,63.0,False,1.6094379124341003,1.9459101490553132,0.0,0.0,6.728628613084702
202,Mars,False,TRAPPIST-1e,54.0,False,4.867534450455582,0.0,6.091309882077698,6.9363427358340495,0.0
203,Earth,False,TRAPPIST-1e,21.0,False,4.859812404361672,0.0,3.044522437723423,6.444131256700441,0.0
204,Mars,False,TRAPPIST-1e,38.0,False,6.93828448401696,7.206377291472252,5.288267030694535,1.3862943611198906,0.0
205,Mars,False,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0
206,Earth,False,PSO J318.5-22,32.0,False,0.6931471805599453,0.0,6.755768921984255,0.0,6.536691597591305
207,Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0
208,Europa,False,TRAPPIST-1e,30.0,False,0.0,6.769641976852503,4.219507705176107,0.6931471805599453,6.135564891081739
209,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0
210,Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0
211,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0
212,Mars,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0
213,Mars,False,TRAPPIST-1e,59.0,False,3.9889840465642745,0.0,7.914617709040679,0.0,0.0
214,Europa,False,TRAPPIST-1e,31.0,False,0.0,7.833203948641057,0.0,0.0,7.921898411023797
215,Earth,False,TRAPPIST-1e,25.0,False,5.5093883366279774,0.0,6.295266001439646,0.0,2.833213344056216
216,Europa,False,TRAPPIST-1e,38.0,False,2.1972245773362196,4.997212273764115,0.0,8.94494150776486,3.8501476017100584
217,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0
218,Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0
219,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0
220,Europa,False,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0
221,Mars,True,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0
222,Earth,False,55 Cancri e,21.0,False,0.0,0.0,6.5337888379333435,0.0,3.091042453358316
223,Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0
224,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0
225,Earth,False,PSO J318.5-22,37.0,False,0.0,0.0,6.930494765951626,2.772588722239781,0.0
226,Mars,False,TRAPPIST-1e,34.0,False,6.47543271670409,0.0,5.918893854273146,3.6635616461296463,0.0
227,Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0
228,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0
229,Europa,False,TRAPPIST-1e,19.0,False,0.6931471805599453,7.229113877793302,4.1588830833596715,5.099866427824199,6.492239835020471
230,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0
231,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0
232,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0
233,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0
234,Earth,False,TRAPPIST-1e,34.0,False,7.455876687491824,2.8903717578961645,0.0,0.0,7.1693500166706
235,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0
236,Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0
237,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0
238,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0
239,Earth,False,TRAPPIST-1e,21.0,False,2.772588722239781,5.846438775057725,2.9444389791664403,6.18826412308259,0.0
240,Europa,False,55 Cancri e,37.0,False,8.32020459757888,7.641084249174914,0.6931471805599453,4.77912349311153,6.102558594613569
241,Earth,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0
242,Earth,False,TRAPPIST-1e,17.0,False,6.091309882077698,0.0,4.882801922586371,5.755742213586912,1.791759469228055
243,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0
244,Europa,False,TRAPPIST-1e,35.0,False,0.0,8.770749549138642,6.511745329644728,5.476463551931511,4.110873864173311
245,Earth,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0
246,Europa,False,TRAPPIST-1e,17.0,False,6.634633357861686,6.6240652277998935,0.0,2.833213344056216,7.812782818577581
247,Europa,False,55 Cancri e,39.0,False,0.0,6.306275286948016,0.0,7.022868086082641,8.442900586834382
248,Europa,True,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0
249,Europa,False,55 Cancri e,35.0,False,8.138856750696325,3.044522437723423,0.0,6.093569770045136,7.030857476116121
250,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0
251,Earth,False,PSO J318.5-22,29.0,False,0.0,0.0,5.666426688112432,5.981414211254481,0.0
252,Mars,False,TRAPPIST-1e,15.0,False,8.5016733797582,0.0,7.794823152179389,0.0,0.0
253,Mars,False,TRAPPIST-1e,37.0,False,6.96979066990159,4.897839799950911,4.605170185988092,1.0986122886681098,0.0
254,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0
255,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0
256,Europa,False,TRAPPIST-1e,18.0,False,1.6094379124341003,9.143452426434552,0.0,2.3978952727983707,3.8501476017100584
257,Mars,False,TRAPPIST-1e,61.0,False,7.706162970199576,0.0,0.0,0.6931471805599453,0.0
258,Mars,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0
259,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0
260,Earth,False,TRAPPIST-1e,65.0,False,0.0,6.690842277418564,0.0,0.0,0.0
261,Mars,False,TRAPPIST-1e,27.0,False,5.659482215759621,0.0,6.931471805599453,0.0,0.0
262,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0
263,Mars,False,TRAPPIST-1e,32.0,False,7.841492924460013,0.6931471805599453,4.02535169073515,0.0,0.0
264,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0
265,Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0
266,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0
267,Earth,False,TRAPPIST-1e,16.0,False,0.0,5.940171252720432,0.0,7.819636302367592,0.6931471805599453
